;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;year;month
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','year','month';'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'year';'month'
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;f;1.0;-229.658.157.769.378;-4.319.117.740.547.220;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer""}";$208.00;;;2;$20.00;1;90;2;90.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;flexible;2018;4
;within an hour;100%;f;5.0;-22.986.097.246.807.900;-43.190.141.861.472.100;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Wide clearance to bed"",""Host greets you"",Waterfront}";$758.00;$2,105.00;$547.00;1;$0.00;3;90;29;93.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;within a day;100%;t;1.0;-22.913.388.084.880.100;-431.758.620.518.691;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$79.00;$500.00;$0.00;2;$60.00;3;1125;44;93.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;f;1.0;-22.982.236.692.816.000;-4.319.419.941.799.160;Apartment;Entire home/apt;6;1.0;1.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed""}";$229.00;$600.00;$170.00;4;$0.00;7;90;10;87.0;9.0;9.0;9.0;9.0;8.0;9.0;t;f;strict;2018;4
;within a few hours;97%;f;50.0;-2.298.176.138.103.280;-4.322.190.013.686.860;Apartment;Entire home/apt;10;2.5;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Host greets you""}";$201.00;$900.00;$160.00;2;$50.00;2;365;83;93.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;;;f;1.0;-22.933.085.728.001.600;-4.317.627.669.513.850;Apartment;Entire home/apt;2;1.0;1.0;2.0;Pull-out Sofa;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials}";$514.00;;$137.00;1;$68.00;1;1125;1;80.0;;;;;;;f;f;strict;2018;4
;;;f;1.0;-2.301.365.299.021.350;-43.308.699.765.195.100;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer,""Lock on bedroom door""}";$1,301.00;;;1;$0.00;1;1125;0;;;;;;;;t;f;flexible;2018;4
;;;f;1.0;-2.292.041.455.239.310;-4.319.038.260.316.650;Apartment;Entire home/apt;7;1.0;3.0;6.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Host greets you""}";$338.00;$421.00;$126.00;4;$84.00;1;20;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2018;4
;within an hour;100%;t;6.0;-229.813.191.657.172;-4.319.045.557.847.760;Apartment;Entire home/apt;5;1.5;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,""24-hour check-in""}";$301.00;$200.00;$150.00;5;$0.00;2;365;68;87.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;4.0;-22.967.690.434.647.000;-4.318.396.690.532.980;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,Iron,""Self check-in"",""Front desk/doorperson"",""Children’s books and toys"",""Hot water"",""Long term stays allowed""}";$171.00;$311.00;$152.00;5;$50.00;1;90;130;86.0;8.0;8.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;;;f;1.0;-22.968.735.931.346.900;-4.318.609.619.683.720;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Washer}";$96.00;;$114.00;1;$0.00;2;90;101;91.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;5.0;-2.300.924.140.739.920;-4.334.071.893.627.160;House;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events""}";$208.00;;$80.00;1;$0.00;1;60;8;95.0;10.0;9.0;10.0;10.0;9.0;10.0;t;f;moderate;2018;4
;within an hour;100%;f;1.0;-22.973.257.987.601.200;-4.319.220.126.907.300;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}";$171.00;$685.00;$223.00;2;$171.00;2;30;2;100.0;10.0;10.0;9.0;10.0;10.0;10.0;f;f;moderate;2018;4
;within an hour;100%;f;3.0;-22.939.901.420.073.100;-4.317.573.943.080.390;Apartment;Private room;3;2.5;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",Waterfront}";$215.00;;$99.00;2;$120.00;1;120;115;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;f;5.0;-22.984.331.603.329.300;-43.194.884.510.184.500;Apartment;Entire home/apt;6;2.5;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}";$188.00;$421.00;$421.00;7;$0.00;3;365;11;90.0;9.0;8.0;8.0;9.0;9.0;8.0;f;f;strict;2018;4
;;;f;1.0;-2.298.336.272.822.630;-4.319.144.404.091.000;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron}";$400.00;$800.00;$150.00;1;$0.00;5;14;6;92.0;10.0;9.0;9.0;9.0;10.0;8.0;f;f;strict;2018;4
;within an hour;100%;f;5.0;-22.985.145.689.440.000;-43.200.014.412.737.700;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Free parking on premises"",Elevator,Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Host greets you""}";$212.00;$421.00;$421.00;2;$42.00;3;365;15;83.0;8.0;8.0;9.0;9.0;10.0;8.0;t;f;strict;2018;4
;within an hour;100%;f;3.0;-2.297.392.888.089.960;-4.318.862.124.081.190;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Hot water"",""Host greets you""}";$120.00;;$100.00;2;$70.00;4;30;46;88.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a day;60%;f;21.0;-2.291.507.993.074.090;-4.336.419.132.139.990;House;Entire home/apt;10;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Family/kid friendly"",Washer,Dryer,Essentials}";$150.00;;;4;$25.00;1;1125;9;90.0;9.0;8.0;9.0;9.0;9.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;2.0;-22.972.419.146.832.400;-4.318.834.210.826.250;Apartment;Entire home/apt;8;2.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Host greets you"",Beachfront}";$649.00;$1,684.00;$505.00;6;$168.00;3;90;73;96.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;within an hour;100%;f;8.0;-2.296.778.301.918.930;-4.318.203.933.446.960;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator}";$219.00;$400.00;$80.00;2;$80.00;3;180;8;77.0;9.0;7.0;10.0;10.0;9.0;8.0;f;f;strict;2018;4
;within an hour;70%;f;1.0;-22.967.606.430.369.900;-4.318.570.719.398.810;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}";$126.00;$380.00;$100.00;1;$0.00;2;90;126;80.0;8.0;8.0;10.0;9.0;10.0;8.0;t;f;strict;2018;4
;within a few hours;100%;t;5.0;-2.298.545.127.859.170;-4.323.312.123.036.960;Apartment;Private room;3;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Doorman,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Host greets you""}";$113.00;$800.00;$50.00;1;$50.00;2;90;45;95.0;10.0;10.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;t;5.0;-22.913.725.668.670.300;-4.318.078.913.801.660;Apartment;Entire home/apt;4;1.0;1.0;4.0;Pull-out Sofa;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$130.00;$1,500.00;$120.00;2;$30.00;2;240;10;87.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;;;f;3.0;-2.294.625.334.583.770;-433.367.788.222.334;House;Private room;2;6.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Pool,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),Washer,Dryer,Essentials,Hangers,""Hot water""}";$181.00;;;2;$100.00;3;6;11;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-229.405.741.972.243;-431.761.112.263.323;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator}";$301.00;$200.00;$90.00;1;$40.00;1;14;9;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a day;100%;f;4.0;-22.963.558.891.061.100;-4.317.541.642.555.500;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$150.00;$0.00;$140.00;1;$0.00;4;60;25;98.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-22.946.413.170.304.600;-43.182.284.175.484.400;Apartment;Entire home/apt;1;0.0;1.0;1.0;Real Bed;{};$342.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;;;f;1.0;-2.298.569.583.001.390;-4.319.100.675.246.800;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Suitable for events"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron}";$201.00;$500.00;;2;$50.00;3;30;70;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;2.0;-2.292.138.563.404.580;-43.178.332.082.292.900;Apartment;Private room;3;1.0;2.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock""}";$68.00;;;2;$50.00;2;1125;141;95.0;10.0;9.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within an hour;100%;f;10.0;-22.999.048.072.907.000;-433.828.760.980.111;House;Shared room;16;3.0;1.0;1.0;Real Bed;"{Wifi,Kitchen,""Free parking on premises"",Breakfast}";$89.00;;;1;$90.00;2;1125;20;91.0;9.0;9.0;9.0;9.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;3.0;-22.954.110.081.466.400;-4.319.504.542.048.910;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Breakfast,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$199.00;;;1;$0.00;1;7;5;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;9.0;-2.298.389.843.664.480;-4.319.198.269.605.700;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Self check-in"",""Front desk/doorperson"",""Hot water""}";$171.00;$854.00;$256.00;2;$120.00;3;30;66;89.0;9.0;9.0;9.0;9.0;9.0;9.0;t;f;strict;2018;4
;;;f;1.0;-22.988.216.080.658.200;-4.323.255.532.680.860;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Iron,""Laptop friendly workspace""}";$1,001.00;$500.00;$100.00;2;$100.00;3;1125;0;;;;;;;;f;f;flexible;2018;4
;within a few hours;100%;f;14.0;-22.995.782.696.068.100;-4.325.397.278.675.510;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{Internet,Wifi,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly""}";$410.00;$1,025.00;$137.00;2;$0.00;5;1125;7;87.0;9.0;6.0;9.0;10.0;9.0;8.0;f;f;strict;2018;4
;within an hour;100%;t;1.0;-229.564.358.717.226;-4.320.233.909.330.710;Apartment;Entire home/apt;6;1.5;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",Crib,""Room-darkening shades"",""Host greets you""}";$280.00;$900.00;$160.00;5;$50.00;3;90;41;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;;;f;1.0;-22.956.245.055.087.800;-4.317.987.802.071.310;Apartment;Shared room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",""Other pet(s)"",Elevator,""Buzzer/wireless intercom""}";$304.00;;;1;$256.00;1;30;0;;;;;;;;f;f;moderate;2018;4
;a few days or more;0%;f;1.0;-2.297.918.630.598.190;-432.351.845.500.664;Apartment;Private room;8;2.0;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$181.00;$976.00;$120.00;1;$0.00;3;120;1;97.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
;within an hour;100%;f;2.0;-229.812.599.344.018;-4.319.433.221.045.780;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Paid parking on premises""}";$99.00;$0.00;$70.00;1;$60.00;1;1125;13;97.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;2018;4
;;;f;1.0;-22.983.307.202.325.900;-4.319.252.831.105.220;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers}";$110.00;$326.00;$140.00;2;$40.00;30;60;0;;;;;;;;f;f;strict;2018;4
;;;f;1.0;-22.926.670.323.238.600;-4.318.052.703.510.730;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$400.00;$400.00;$100.00;1;$0.00;1;365;15;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;2.0;-22.988.630.662.741;-4.323.368.128.932.150;Apartment;Entire home/apt;5;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$949.00;$1,250.00;$400.00;1;$0.00;5;30;2;95.0;9.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a day;100%;f;2.0;-22.984.266.792.350.000;-4.320.796.239.151.660;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Disabled parking spot"",""Host greets you""}";$799.00;$400.00;$200.00;1;$0.00;3;2000;18;88.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a day;100%;f;1.0;-22.917.108.666.951.800;-4.318.593.736.145.850;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",Essentials,Iron,""Hot water"",""Host greets you""}";$229.00;$600.00;$150.00;2;$50.00;3;60;2;;8.0;9.0;9.0;9.0;7.0;8.0;f;f;strict;2018;4
;;;f;1.0;-2.298.522.040.060.680;-4.320.086.421.830.420;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom""}";$342.00;;;1;$0.00;5;365;6;70.0;8.0;8.0;10.0;10.0;10.0;6.0;f;f;flexible;2018;4
;within a day;100%;f;1.0;-2.293.227.277.608.500;-4.318.397.432.271.260;Apartment;Private room;2;1.0;1.0;2.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$99.00;$500.00;;1;$50.00;3;15;5;89.0;9.0;8.0;10.0;9.0;9.0;8.0;f;f;moderate;2018;4
;;;f;1.0;-22.982.277.749.176.800;-4.319.839.617.802.520;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly""}";$342.00;;$171.00;1;$0.00;2;60;12;93.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;a few days or more;20%;f;2.0;-22.986.624.476.319.800;-4.319.098.014.921.820;Dorm;Private room;1;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$150.00;$0.00;$0.00;1;$0.00;7;30;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;t;1.0;-2.293.845.386.332.970;-4.317.663.169.289.280;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Luggage dropoff allowed""}";$92.00;$500.00;$80.00;1;$0.00;2;30;61;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
