;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;year;month
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','year','month';'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'year';'month'
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;f;1.0;-2.300.529.319.845.190;-4.336.863.372.261.390;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$973.00;;;1;$0.00;7;1125;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a few hours;100%;f;5.0;-2.298.015.667.684.890;-4.319.927.952.222.160;Apartment;Entire home/apt;12;3.0;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}";$700.00;;$120.00;1;$0.00;1;1000;17;87.0;8.0;8.0;10.0;9.0;10.0;9.0;f;f;strict;2018;4
;within a day;100%;f;1.0;-2.293.190.593.675.510;-4.317.849.823.549.460;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Iron,""Bed linens""}";$140.00;$0.00;$0.00;1;$0.00;1;30;163;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;a few days or more;50%;f;4.0;-2.298.469.511.788.770;-4.320.500.218.955.080;House;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,""First aid kit"",Shampoo}";$147.00;;;1;$200.00;2;30;26;91.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within an hour;100%;t;4.0;-22.981.758.045.316.900;-432.042.648.037.643;Loft;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Window guards"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Long term stays allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Wide entryway""}";$92.00;$698.00;$155.00;2;$91.00;1;365;215;91.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;within a few hours;100%;f;2.0;-2.297.979.381.693.470;-4.319.345.530.927.730;Apartment;Entire home/apt;6;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Iron}";$219.00;;;1;$0.00;3;1125;22;75.0;8.0;8.0;9.0;8.0;7.0;8.0;f;f;strict;2018;4
;within a few hours;100%;f;2.0;-2.298.531.591.481.020;-43.224.621.363.759.200;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$301.00;$1,000.00;$130.00;1;$0.00;2;90;21;88.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;90%;f;6.0;-2.296.035.260.691.900;-431.709.126.478.554;Bed and breakfast;Private room;2;0.5;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$96.00;;$15.00;1;$0.00;2;60;152;94.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;3.0;-2.297.019.920.064.320;-4.318.700.086.762.200;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Family/kid friendly""}";$150.00;;$100.00;1;$0.00;3;1125;4;70.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;within an hour;100%;f;6.0;-22.957.351.203.615.500;-4.318.212.493.681.050;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer}";$120.00;;$120.00;2;$17.00;5;90;8;94.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;a few days or more;17%;f;5.0;-22.935.821.064.622.300;-4.319.833.006.453.680;Bed and breakfast;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly""}";$225.00;;;2;$82.00;1;1125;57;98.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within an hour;100%;t;2.0;-2.298.261.276.789.650;-4.322.565.475.392.020;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$191.00;$330.00;$140.00;2;$50.00;2;1125;35;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;;;f;1.0;-22.918.683.904.067.100;-4.318.692.607.493.660;House;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Washer}";$150.00;;;1;$50.00;7;30;0;;;;;;;;f;f;strict;2018;4
;;;f;1.0;-2.297.553.076.783.840;-4.319.209.533.599.900;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,Doorman,""Buzzer/wireless intercom"",Washer}";$61.00;;$80.00;1;$50.00;1;30;111;89.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;2018;4
;within a day;100%;f;4.0;-22.965.659.067.099.400;-4.318.711.964.896.520;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$120.00;;$60.00;1;$0.00;3;60;1;94.0;10.0;10.0;6.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;t;2.0;-22.974.360.694.801.800;-4.318.965.362.722.530;Apartment;Entire home/apt;5;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";$219.00;$500.00;$190.00;4;$20.00;3;1000;38;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;f;6.0;-2.291.939.667.297.620;-43.188.280.800.341.600;Bed and breakfast;Private room;3;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Smoking allowed"",Breakfast,""Family/kid friendly"",Washer}";$85.00;;;1;$40.00;1;180;30;86.0;9.0;9.0;10.0;9.0;9.0;9.0;f;f;strict;2018;4
;;;f;4.0;-2.297.375.229.553.030;-4.319.997.119.875.580;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Hot water""}";$423.00;$1,269.00;$92.00;2;$222.00;2;10;0;;;;;;;;f;f;moderate;2018;4
;;;f;4.0;-2.297.406.568.107.240;-4.319.976.335.927.600;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}";$591.00;$1,688.00;$152.00;2;$152.00;3;30;1;77.0;6.0;8.0;6.0;8.0;10.0;8.0;f;f;moderate;2018;4
;;;f;1.0;-2.297.494.508.462.620;-43.225.559.750.414.400;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Essentials}";$256.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;within a day;70%;t;1.0;-2.298.645.674.276.290;-4.319.865.813.052.840;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed""}";$201.00;$0.00;$130.00;1;$0.00;3;90;124;95.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;;;f;1.0;-2.291.516.869.309.280;-431.883.226.481.819;Apartment;Private room;4;;1.0;;Real Bed;{};$400.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;t;6.0;-2.298.625.885.576.050;-4.319.006.033.035.010;Apartment;Entire home/apt;9;3.0;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}";$345.00;$600.00;$310.00;4;$52.00;3;1125;113;94.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;2018;4
;within an hour;100%;f;4.0;-22.985.275.794.186.100;-4.320.506.006.465.330;Apartment;Entire home/apt;4;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$283.00;$600.00;$200.00;4;$80.00;3;89;142;93.0;9.0;10.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;3.0;-229.358.373.939.737;-43.201.212.518.922.300;House;Private room;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Family/kid friendly""}";$144.00;;$103.00;1;$137.00;1;1125;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;f;3.0;-22.938.968.717.608.200;-4.320.633.844.208.370;House;Private room;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events""}";$143.00;;$102.00;1;$102.00;1;1125;29;93.0;9.0;9.0;10.0;10.0;8.0;9.0;f;f;strict;2018;4
;;;f;1.0;-23.011.809.562.790.500;-433.029.626.652.824;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$400.00;$1,000.00;$100.00;1;$0.00;3;365;15;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;f;3.0;-22.923.981.099.522.400;-4.317.404.154.100.250;House;Entire home/apt;4;1.0;2.0;4.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer}";$338.00;$1,025.00;;5;$205.00;3;5;5;80.0;8.0;8.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;;;f;1.0;-22.983.661.174.282.300;-4.321.729.685.165.900;Apartment;Entire home/apt;8;1.5;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson"",""Hot water""}";$690.00;$1,000.00;$200.00;6;$150.00;3;90;20;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;1.0;-229.799.446.740.592;-43.190.468.288.793.500;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";$546.00;$2,105.00;$211.00;4;$0.00;5;60;42;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a day;100%;f;2.0;-2.294.046.635.067.170;-4.320.417.424.681.100;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}";$96.00;$750.00;$120.00;2;$85.00;2;9999;40;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within a day;67%;f;1.0;-2.296.511.969.559.230;-4.317.608.398.236.760;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson""}";$150.00;$380.00;$150.00;2;$0.00;2;1125;36;92.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;2.0;-22.985.005.464.416.000;-43.190.608.962.719.000;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$99.00;$500.00;$100.00;1;$50.00;3;365;46;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a few hours;100%;t;3.0;-22.951.932.749.065.400;-4.316.765.352.145.580;House;Entire home/apt;6;1.0;2.0;5.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard""}";$236.00;$0.00;$103.00;4;$103.00;4;360;16;89.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;t;5.0;-22.963.061.838.892.100;-43.171.432.832.377.600;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$551.00;$700.00;;4;$100.00;7;800;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;t;3.0;-22.982.259.671.014.300;-4.319.391.374.053.640;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron}";$106.00;$600.00;$160.00;1;$0.00;4;90;62;86.0;9.0;8.0;9.0;9.0;10.0;8.0;t;f;strict;2018;4
;;;f;1.0;-2.298.499.204.075.150;-4.322.166.036.306.540;Apartment;Entire home/apt;4;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials}";$1,007.00;$1,708.00;$342.00;2;$342.00;3;90;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a few hours;83%;t;5.0;-2.296.236.348.966.090;-4.317.118.230.739.110;Apartment;Entire home/apt;6;1.5;3.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$376.00;$800.00;$200.00;6;$0.00;2;180;92;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;;;f;1.0;-2.291.884.824.357.760;-4.318.177.606.694.150;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$280.00;$1,000.00;$150.00;2;$75.00;3;25;2;100.0;10.0;9.0;9.0;10.0;8.0;9.0;f;f;strict;2018;4
;a few days or more;0%;f;1.0;-2.300.437.753.788.420;-43.350.031.590.098.400;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Gym,Elevator,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}";$167.00;;;1;$0.00;15;90;0;;;;;;;;f;f;flexible;2018;4
;;;f;1.0;-22.956.022.472.735.800;-4.319.319.236.981.620;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$82.00;;;1;$30.00;7;1125;31;95.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;moderate;2018;4
;within a day;50%;f;6.0;-2.291.548.649.595.660;-4.319.010.625.971.080;Bed and breakfast;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Hot tub"",""Suitable for events"",Washer}";$360.00;;;1;$148.00;3;20;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within a few hours;100%;f;2.0;-22.936.784.432.983.700;-43.184.543.002.662.500;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}";$41.00;;$100.00;1;$0.00;3;1125;38;92.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;flexible;2018;4
;within a few hours;100%;f;1.0;-22.980.711.710.567.900;-43.221.706.523.602.800;Apartment;Entire home/apt;6;2.5;3.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$191.00;$550.00;$80.00;6;$20.00;2;60;17;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;;;f;1.0;-22.911.829.385.372.800;-4.318.336.679.716.020;Apartment;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;{};$799.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;within a few hours;89%;f;1.0;-2.298.440.066.292.010;-4.321.131.623.318.890;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$717.00;$683.00;$205.00;4;$171.00;2;30;34;93.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;t;7.0;-22.940.840.715.834.100;-4.317.201.126.241.010;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Host greets you""}";$239.00;$2,000.00;$125.00;2;$30.00;2;60;31;92.0;9.0;9.0;10.0;9.0;9.0;9.0;t;f;moderate;2018;4
;within a few hours;100%;t;7.0;-22.928.272.883.870.100;-4.317.595.412.037.380;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Host greets you""}";$161.00;$900.00;$120.00;2;$60.00;2;28;57;92.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;5.0;-22.910.430.248.556.700;-4.317.339.182.254.720;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$280.00;$600.00;$120.00;4;$140.00;3;1125;5;96.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;moderate;2018;4
